id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,ability1,ability2,ability3,type1,type2,moves
10142,minior-violet,175.0,3,3,120,60,100,60,100,60,minior-violet,minior,False,946,shields-down,,,rock,flying,"['tackle', 'take-down', 'double-edge', 'hyper-beam', 'solar-beam', 'earthquake', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sandstorm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'psych-up', 'ancient-power', 'facade', 'endeavor', 'rock-tomb', 'cosmic-power', 'calm-mind', 'gravity', 'gyro-ball', 'u-turn', 'last-resort', 'magnet-rise', 'rock-polish', 'power-gem', 'giga-impact', 'zen-headbutt', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'autotomize', 'telekinesis', 'round', 'shell-smash', 'acrobatics', 'bulldoze', 'confide', 'dazzling-gleam']"
10143,mimikyu-busted,167.0,2,7,96,55,90,80,50,105,mimikyu-busted,mimikyu,False,952,disguise,,,ghost,fairy,"['scratch', 'swords-dance', 'take-down', 'surf', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'light-screen', 'dream-eater', 'leech-life', 'splash', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'destiny-bond', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'beat-up', 'will-o-wisp', 'facade', 'taunt', 'trick', 'grudge', 'snatch', 'astonish', 'bulk-up', 'covet', 'payback', 'embargo', 'fling', 'copycat', 'last-resort', 'dark-pulse', 'x-scissor', 'drain-punch', 'giga-impact', 'shadow-claw', 'shadow-sneak', 'trick-room', 'charge-beam', 'wood-hammer', 'hone-claws', 'telekinesis', 'magic-room', 'after-you', 'round', 'hex', 'work-up', 'phantom-force', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'infestation', 'burning-jealousy', 'tera-blast', 'pounce', 'trailblaze']"
10144,mimikyu-totem-disguised,167.0,4,28,96,55,90,80,50,105,mimikyu-totem-disguised,mimikyu,False,953,disguise,,,ghost,fairy,"['scratch', 'swords-dance', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'mimic', 'double-team', 'light-screen', 'dream-eater', 'leech-life', 'splash', 'rest', 'slash', 'substitute', 'thief', 'snore', 'spite', 'protect', 'feint-attack', 'giga-drain', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'psych-up', 'shadow-ball', 'will-o-wisp', 'facade', 'taunt', 'trick', 'snatch', 'astonish', 'bulk-up', 'covet', 'payback', 'embargo', 'fling', 'copycat', 'last-resort', 'dark-pulse', 'x-scissor', 'drain-punch', 'shadow-claw', 'shadow-sneak', 'trick-room', 'charge-beam', 'wood-hammer', 'hone-claws', 'telekinesis', 'magic-room', 'after-you', 'round', 'work-up', 'play-rough', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'infestation']"
10145,mimikyu-totem-busted,167.0,4,28,96,55,90,80,50,105,mimikyu-totem-busted,mimikyu,False,954,disguise,,,ghost,fairy,"['scratch', 'swords-dance', 'surf', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'mimic', 'double-team', 'light-screen', 'dream-eater', 'leech-life', 'splash', 'rest', 'slash', 'substitute', 'thief', 'snore', 'spite', 'protect', 'feint-attack', 'giga-drain', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'psych-up', 'shadow-ball', 'will-o-wisp', 'facade', 'taunt', 'trick', 'snatch', 'astonish', 'bulk-up', 'covet', 'payback', 'embargo', 'fling', 'copycat', 'last-resort', 'dark-pulse', 'x-scissor', 'drain-punch', 'shadow-claw', 'shadow-sneak', 'trick-room', 'charge-beam', 'wood-hammer', 'hone-claws', 'telekinesis', 'magic-room', 'after-you', 'round', 'work-up', 'play-rough', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'infestation']"
10146,kommo-o-totem,270.0,24,2075,85,75,110,125,100,105,kommo-o-totem,kommo-o,False,961,bulletproof,soundproof,overcoat,dragon,fighting,"['fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'headbutt', 'tackle', 'leer', 'roar', 'flamethrower', 'hyper-beam', 'low-kick', 'earthquake', 'toxic', 'screech', 'double-team', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'belly-drum', 'outrage', 'sandstorm', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'uproar', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'endeavor', 'hyper-voice', 'rock-tomb', 'sky-uppercut', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bulk-up', 'dragon-dance', 'shock-wave', 'water-pulse', 'close-combat', 'payback', 'fling', 'rock-polish', 'poison-jab', 'aqua-tail', 'x-scissor', 'dragon-pulse', 'drain-punch', 'focus-blast', 'giga-impact', 'shadow-claw', 'flash-cannon', 'draco-meteor', 'iron-head', 'stealth-rock', 'autotomize', 'round', 'echoed-voice', 'bulldoze', 'dragon-tail', 'work-up', 'dual-chop', 'noble-roar', 'confide', 'laser-focus', 'clanging-scales', 'brutal-swing', 'stomping-tantrum']"
10147,magearna-original,300.0,10,805,65,80,95,115,130,115,magearna-original,magearna,False,982,soul-heart,,,steel,fairy,"['body-slam', 'take-down', 'sonic-boom', 'ice-beam', 'psybeam', 'aurora-beam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'psychic', 'agility', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'explosion', 'rest', 'tri-attack', 'substitute', 'mind-reader', 'snore', 'protect', 'spikes', 'zap-cannon', 'lock-on', 'endure', 'rollout', 'false-swipe', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'pain-split', 'baton-pass', 'encore', 'hidden-power', 'sunny-day', 'shadow-ball', 'facade', 'helping-hand', 'trick', 'brick-break', 'skill-swap', 'imprison', 'signal-beam', 'iron-defense', 'calm-mind', 'shock-wave', 'gyro-ball', 'embargo', 'trump-card', 'lucky-chant', 'power-swap', 'guard-swap', 'last-resort', 'heart-swap', 'magnet-rise', 'aura-sphere', 'focus-blast', 'energy-ball', 'giga-impact', 'zen-headbutt', 'mirror-shot', 'flash-cannon', 'trick-room', 'iron-head', 'grass-knot', 'charge-beam', 'psyshock', 'heavy-slam', 'synchronoise', 'electro-ball', 'after-you', 'round', 'echoed-voice', 'stored-power', 'shift-gear', 'volt-switch', 'electroweb', 'disarming-voice', 'draining-kiss', 'crafty-shield', 'misty-terrain', 'play-rough', 'confide', 'eerie-impulse', 'magnetic-flux', 'dazzling-gleam', 'gear-up', 'speed-swap', 'fleur-cannon', 'steel-beam', 'steel-roller', 'misty-explosion', 'tera-blast', 'ice-spinner', 'snowscape']"
10148,pikachu-partner-cap,112.0,4,60,90,35,55,40,50,50,pikachu-partner-cap,pikachu,False,48,static,lightning-rod,,electric,,"['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'mega-kick', 'body-slam', 'take-down', 'tail-whip', 'growl', 'surf', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'light-screen', 'reflect', 'swift', 'rest', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'sweet-kiss', 'endure', 'charm', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'uproar', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'knock-off', 'fake-tears', 'signal-beam', 'covet', 'volt-tackle', 'shock-wave', 'feint', 'fling', 'magnet-rise', 'nasty-plot', 'discharge', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'rising-voltage', 'tera-blast', 'trailblaze']"
10149,marowak-totem,149.0,17,980,45,60,80,110,50,80,marowak-totem,marowak,False,166,cursed-body,lightning-rod,rock-head,fire,ghost,"['fire-punch', 'thunder-punch', 'swords-dance', 'thrash', 'tail-whip', 'leer', 'growl', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'thunderbolt', 'thunder', 'earthquake', 'toxic', 'double-team', 'bone-club', 'fire-blast', 'dream-eater', 'bonemerang', 'rest', 'rock-slide', 'substitute', 'thief', 'flame-wheel', 'snore', 'spite', 'protect', 'icy-wind', 'bone-rush', 'outrage', 'sandstorm', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'rock-tomb', 'aerial-ace', 'iron-defense', 'fling', 'flare-blitz', 'dark-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'iron-head', 'stone-edge', 'stealth-rock', 'smack-down', 'flame-charge', 'round', 'echoed-voice', 'ally-switch', 'hex', 'retaliate', 'bulldoze', 'confide', 'laser-focus', 'throat-chop', 'brutal-swing', 'stomping-tantrum', 'shadow-bone']"
10150,ribombee-totem,162.0,4,20,124,60,55,60,95,70,ribombee-totem,ribombee,False,895,honey-gather,shield-dust,sweet-veil,bug,fairy,"['absorb', 'solar-beam', 'stun-spore', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'dream-eater', 'leech-life', 'rest', 'substitute', 'thief', 'snore', 'protect', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'hidden-power', 'sunny-day', 'psych-up', 'facade', 'nature-power', 'helping-hand', 'trick', 'skill-swap', 'aromatherapy', 'silver-wind', 'signal-beam', 'aerial-ace', 'covet', 'calm-mind', 'roost', 'tailwind', 'u-turn', 'last-resort', 'bug-buzz', 'energy-ball', 'defog', 'bug-bite', 'wonder-room', 'telekinesis', 'magic-room', 'quiver-dance', 'after-you', 'round', 'ally-switch', 'acrobatics', 'struggle-bug', 'draining-kiss', 'fairy-wind', 'confide', 'dazzling-gleam', 'infestation', 'pollen-puff']"
10151,rockruff-own-tempo,56.0,5,92,60,45,65,40,30,40,rockruff-own-tempo,rockruff,False,897,own-tempo,,,rock,,"['swords-dance', 'sand-attack', 'tackle', 'body-slam', 'take-down', 'thrash', 'leer', 'bite', 'roar', 'rock-throw', 'dig', 'toxic', 'double-team', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'crunch', 'facade', 'taunt', 'helping-hand', 'endeavor', 'hyper-voice', 'crush-claw', 'odor-sleuth', 'rock-tomb', 'iron-defense', 'howl', 'covet', 'last-resort', 'sucker-punch', 'rock-polish', 'earth-power', 'thunder-fang', 'fire-fang', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'stealth-rock', 'round', 'echoed-voice', 'bulldoze', 'snarl', 'play-rough', 'confide', 'psychic-fangs', 'stomping-tantrum', 'tera-blast', 'trailblaze']"
10152,lycanroc-dusk,170.0,8,250,110,75,117,65,55,65,lycanroc-dusk,lycanroc,False,900,tough-claws,,,rock,,"['swords-dance', 'sand-attack', 'tackle', 'take-down', 'thrash', 'leer', 'bite', 'roar', 'counter', 'rock-throw', 'dig', 'toxic', 'quick-attack', 'double-team', 'focus-energy', 'rest', 'rock-slide', 'substitute', 'snore', 'reversal', 'protect', 'scary-face', 'outrage', 'sandstorm', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'crunch', 'facade', 'taunt', 'helping-hand', 'brick-break', 'endeavor', 'hyper-voice', 'crush-claw', 'odor-sleuth', 'rock-tomb', 'iron-defense', 'howl', 'bulk-up', 'covet', 'rock-blast', 'close-combat', 'last-resort', 'sucker-punch', 'rock-polish', 'earth-power', 'giga-impact', 'thunder-fang', 'fire-fang', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'stealth-rock', 'round', 'echoed-voice', 'quick-guard', 'bulldoze', 'work-up', 'drill-run', 'tail-slap', 'snarl', 'play-rough', 'confide', 'psychic-fangs', 'stomping-tantrum', 'accelerock', 'tera-blast', 'trailblaze']"
10153,araquanid-totem,159.0,31,2175,42,68,70,92,50,132,araquanid-totem,araquanid,False,909,water-bubble,water-absorb,,water,bug,"['bite', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'double-team', 'reflect', 'waterfall', 'leech-life', 'bubble', 'rest', 'substitute', 'spider-web', 'snore', 'protect', 'icy-wind', 'giga-drain', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'crunch', 'mirror-coat', 'facade', 'magic-coat', 'signal-beam', 'iron-defense', 'water-pulse', 'aqua-ring', 'poison-jab', 'x-scissor', 'bug-bite', 'wide-guard', 'wonder-room', 'magic-room', 'soak', 'entrainment', 'round', 'scald', 'frost-breath', 'confide', 'infestation', 'laser-focus', 'lunge', 'liquidation']"
10154,togedemaru-totem,152.0,6,130,96,65,98,63,40,73,togedemaru-totem,togedemaru,False,950,iron-barbs,lightning-rod,sturdy,electric,steel,"['tackle', 'twineedle', 'pin-missile', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'double-team', 'defense-curl', 'reflect', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'flail', 'reversal', 'protect', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'present', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'fake-out', 'facade', 'charge', 'helping-hand', 'role-play', 'wish', 'endeavor', 'tickle', 'bounce', 'covet', 'shock-wave', 'gravity', 'gyro-ball', 'u-turn', 'payback', 'fling', 'last-resort', 'magnet-rise', 'poison-jab', 'giga-impact', 'zen-headbutt', 'discharge', 'iron-head', 'grass-knot', 'charge-beam', 'after-you', 'round', 'volt-switch', 'work-up', 'electroweb', 'wild-charge', 'fell-stinger', 'disarming-voice', 'confide', 'spiky-shield', 'electric-terrain', 'nuzzle', 'zing-zap']"
10155,necrozma-dusk,340.0,38,4600,77,97,157,127,113,109,necrozma-dusk,necrozma,False,978,prism-armor,,,psychic,steel,"['swords-dance', 'hyper-beam', 'solar-beam', 'thunder-wave', 'earthquake', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'morning-sun', 'moonlight', 'hidden-power', 'future-sight', 'heat-wave', 'facade', 'recycle', 'brick-break', 'knock-off', 'imprison', 'hyper-voice', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'calm-mind', 'dragon-dance', 'rock-blast', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'fling', 'wring-out', 'magnet-rise', 'rock-polish', 'dark-pulse', 'night-slash', 'x-scissor', 'dragon-pulse', 'power-gem', 'earth-power', 'giga-impact', 'shadow-claw', 'psycho-cut', 'mirror-shot', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'psyshock', 'autotomize', 'telekinesis', 'round', 'stored-power', 'ally-switch', 'bulldoze', 'confide', 'smart-strike', 'brutal-swing', 'psychic-fangs', 'prismatic-laser', 'photon-geyser', 'breaking-swipe', 'expanding-force', 'meteor-beam']"
10156,necrozma-dawn,340.0,42,3500,77,97,113,109,157,127,necrozma-dawn,necrozma,False,979,prism-armor,,,psychic,ghost,"['swords-dance', 'hyper-beam', 'solar-beam', 'thunder-wave', 'earthquake', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'morning-sun', 'moonlight', 'hidden-power', 'future-sight', 'heat-wave', 'facade', 'recycle', 'brick-break', 'knock-off', 'imprison', 'hyper-voice', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'calm-mind', 'dragon-dance', 'rock-blast', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'fling', 'wring-out', 'magnet-rise', 'rock-polish', 'dark-pulse', 'night-slash', 'x-scissor', 'dragon-pulse', 'power-gem', 'earth-power', 'giga-impact', 'shadow-claw', 'psycho-cut', 'mirror-shot', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'psyshock', 'autotomize', 'telekinesis', 'round', 'stored-power', 'ally-switch', 'bulldoze', 'confide', 'smart-strike', 'brutal-swing', 'psychic-fangs', 'prismatic-laser', 'photon-geyser', 'breaking-swipe', 'expanding-force', 'meteor-beam']"
10157,necrozma-ultra,339.0,75,2300,129,97,167,97,167,97,necrozma-ultra,necrozma,False,980,neuroforce,,,psychic,dragon,"['swords-dance', 'hyper-beam', 'solar-beam', 'thunder-wave', 'earthquake', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'protect', 'outrage', 'swagger', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'morning-sun', 'moonlight', 'hidden-power', 'heat-wave', 'facade', 'recycle', 'brick-break', 'knock-off', 'hyper-voice', 'rock-tomb', 'signal-beam', 'aerial-ace', 'iron-defense', 'calm-mind', 'rock-blast', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'fling', 'wring-out', 'magnet-rise', 'rock-polish', 'dark-pulse', 'night-slash', 'x-scissor', 'dragon-pulse', 'power-gem', 'earth-power', 'giga-impact', 'shadow-claw', 'psycho-cut', 'mirror-shot', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'psyshock', 'autotomize', 'telekinesis', 'round', 'stored-power', 'ally-switch', 'bulldoze', 'confide', 'smart-strike', 'brutal-swing', 'prismatic-laser', 'photon-geyser']"
10158,pikachu-starter,86.0,4,60,120,45,80,50,75,60,pikachu-starter,pikachu,False,49,static,lightning-rod,,electric,,"['pay-day', 'thunder-punch', 'slam', 'double-kick', 'headbutt', 'tail-whip', 'growl', 'seismic-toss', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'light-screen', 'reflect', 'rest', 'substitute', 'protect', 'iron-tail', 'facade', 'helping-hand', 'brick-break', 'calm-mind', 'zippy-zap', 'splishy-splash', 'floaty-fall']"
10159,eevee-starter,87.0,3,65,75,65,75,70,65,85,eevee-starter,eevee,False,216,run-away,adaptability,anticipation,normal,,"['pay-day', 'double-kick', 'sand-attack', 'headbutt', 'tackle', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'dig', 'toxic', 'quick-attack', 'reflect', 'swift', 'rest', 'substitute', 'protect', 'iron-tail', 'shadow-ball', 'facade', 'helping-hand', 'bouncy-bubble', 'buzzy-buzz', 'sizzly-slide', 'glitzy-glow', 'baddy-bad', 'sappy-seed', 'freezy-frost', 'sparkly-swirl']"
10160,pikachu-world-cap,112.0,4,60,90,35,55,40,50,50,pikachu-world-cap,pikachu,False,50,static,lightning-rod,,electric,,"['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'mega-kick', 'body-slam', 'take-down', 'tail-whip', 'growl', 'surf', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'agility', 'quick-attack', 'double-team', 'light-screen', 'reflect', 'swift', 'rest', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'sweet-kiss', 'endure', 'charm', 'spark', 'attract', 'sleep-talk', 'encore', 'iron-tail', 'rain-dance', 'uproar', 'facade', 'helping-hand', 'brick-break', 'fake-tears', 'feint', 'fling', 'nasty-plot', 'discharge', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'rising-voltage', 'tera-blast', 'trailblaze']"
10161,meowth-galar,58.0,4,75,40,50,65,55,40,40,meowth-galar,meowth,False,90,pickup,tough-claws,unnerve,steel,,"['pay-day', 'scratch', 'swords-dance', 'body-slam', 'take-down', 'thrash', 'double-edge', 'growl', 'thunderbolt', 'thunder', 'dig', 'screech', 'metronome', 'amnesia', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'spite', 'protect', 'endure', 'charm', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'iron-tail', 'metal-claw', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'fake-out', 'uproar', 'facade', 'taunt', 'helping-hand', 'brick-break', 'hyper-voice', 'fake-tears', 'metal-sound', 'aerial-ace', 'iron-defense', 'covet', 'gyro-ball', 'u-turn', 'payback', 'assurance', 'fling', 'dark-pulse', 'night-slash', 'seed-bomb', 'x-scissor', 'nasty-plot', 'shadow-claw', 'flash-cannon', 'gunk-shot', 'iron-head', 'stealth-rock', 'hone-claws', 'foul-play', 'round', 'retaliate', 'work-up', 'play-rough', 'throat-chop', 'steel-beam', 'lash-out', 'tera-blast', 'trailblaze']"
10162,ponyta-galar,82.0,8,240,90,50,85,55,65,65,ponyta-galar,ponyta,False,122,run-away,pastel-veil,anticipation,psychic,,"['stomp', 'double-kick', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'growl', 'psybeam', 'low-kick', 'confusion', 'psychic', 'hypnosis', 'agility', 'swift', 'rest', 'substitute', 'snore', 'protect', 'endure', 'charm', 'attract', 'sleep-talk', 'iron-tail', 'morning-sun', 'future-sight', 'facade', 'imprison', 'bounce', 'calm-mind', 'healing-wish', 'zen-headbutt', 'round', 'stored-power', 'ally-switch', 'heal-pulse', 'wild-charge', 'play-rough', 'fairy-wind', 'mystical-fire', 'dazzling-gleam', 'high-horsepower', 'expanding-force']"
10163,rapidash-galar,175.0,17,800,105,65,100,70,80,80,rapidash-galar,rapidash,False,124,run-away,pastel-veil,anticipation,psychic,fairy,"['pay-day', 'swords-dance', 'stomp', 'tackle', 'body-slam', 'take-down', 'tail-whip', 'growl', 'psybeam', 'hyper-beam', 'low-kick', 'confusion', 'psychic', 'agility', 'quick-attack', 'swift', 'rest', 'substitute', 'snore', 'protect', 'endure', 'charm', 'attract', 'sleep-talk', 'megahorn', 'baton-pass', 'iron-tail', 'future-sight', 'facade', 'imprison', 'bounce', 'calm-mind', 'healing-wish', 'giga-impact', 'psycho-cut', 'zen-headbutt', 'trick-room', 'wonder-room', 'magic-room', 'round', 'stored-power', 'ally-switch', 'heal-pulse', 'wild-charge', 'drill-run', 'misty-terrain', 'play-rough', 'fairy-wind', 'mystical-fire', 'dazzling-gleam', 'high-horsepower', 'throat-chop', 'psychic-terrain', 'smart-strike', 'expanding-force']"
10164,slowpoke-galar,63.0,12,360,15,90,65,65,40,40,slowpoke-galar,slowpoke,False,126,gluttony,own-tempo,regenerator,psychic,,"['pay-day', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'growl', 'disable', 'acid', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'thunder-wave', 'earthquake', 'dig', 'confusion', 'psychic', 'light-screen', 'fire-blast', 'waterfall', 'swift', 'amnesia', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'belly-drum', 'icy-wind', 'endure', 'attract', 'sleep-talk', 'safeguard', 'iron-tail', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'helping-hand', 'trick', 'yawn', 'skill-swap', 'imprison', 'dive', 'slack-off', 'weather-ball', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'avalanche', 'zen-headbutt', 'trick-room', 'grass-knot', 'wonder-room', 'psyshock', 'foul-play', 'round', 'stored-power', 'scald', 'heal-pulse', 'bulldoze', 'belch', 'psychic-terrain', 'liquidation', 'expanding-force', 'tera-blast', 'snowscape', 'chilling-water']"
10165,slowbro-galar,172.0,16,705,30,95,100,95,100,70,slowbro-galar,slowbro,False,129,quick-draw,own-tempo,regenerator,poison,psychic,"['mega-punch', 'pay-day', 'ice-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'growl', 'disable', 'acid', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'thunder-wave', 'earthquake', 'dig', 'confusion', 'psychic', 'withdraw', 'light-screen', 'metronome', 'fire-blast', 'waterfall', 'swift', 'amnesia', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'icy-wind', 'sandstorm', 'endure', 'attract', 'sleep-talk', 'safeguard', 'iron-tail', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'helping-hand', 'trick', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'dive', 'slack-off', 'weather-ball', 'muddy-water', 'iron-defense', 'mud-shot', 'calm-mind', 'rock-blast', 'water-pulse', 'brine', 'fling', 'poison-jab', 'power-gem', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'ice-fang', 'zen-headbutt', 'trick-room', 'gunk-shot', 'grass-knot', 'wonder-room', 'psyshock', 'venoshock', 'sludge-wave', 'acid-spray', 'foul-play', 'round', 'stored-power', 'scald', 'heal-pulse', 'bulldoze', 'razor-shell', 'psychic-terrain', 'brutal-swing', 'liquidation', 'body-press', 'expanding-force', 'shell-side-arm', 'tera-blast', 'snowscape', 'chilling-water']"
10166,farfetchd-galar,132.0,8,420,55,52,95,55,58,62,farfetchd-galar,farfetchd,False,136,steadfast,scrappy,,fighting,,"['swords-dance', 'slam', 'sand-attack', 'body-slam', 'double-edge', 'leer', 'peck', 'counter', 'quick-attack', 'focus-energy', 'sky-attack', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'detect', 'endure', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'sunny-day', 'rock-smash', 'facade', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'knock-off', 'covet', 'leaf-blade', 'feint', 'close-combat', 'assurance', 'poison-jab', 'night-slash', 'brave-bird', 'defog', 'simple-beam', 'round', 'quick-guard', 'retaliate', 'final-gambit', 'work-up', 'solar-blade', 'throat-chop', 'brutal-swing', 'dual-wingbeat']"
