type,name,order,base_happiness,capture_rate,color,evolves_from_species,forms_switchable,generation,growth_rate,habitat,shape,%_female,% male,has_gender_differences,hatch_counter,egg_group1,egg_group2,is_baby,is_legendary,is_mythical,pal_park_encounters,varieties
dusclops,dusclops,384,35.0,90,black,duskull,False,3,fast,forest,humanoid,50.0,50.0,False,25.0,indeterminate,,False,False,False,forest,['dusclops']
tropius,tropius,386,70.0,200,green,,False,3,slow,forest,quadruped,50.0,50.0,False,25.0,monster,plant,False,False,False,forest,['tropius']
chimecho,chimecho,388,70.0,45,blue,chingling,False,3,fast,grassland,arms,50.0,50.0,False,25.0,indeterminate,,False,False,False,mountain,['chimecho']
absol,absol,389,35.0,30,white,,True,3,medium-slow,mountain,quadruped,50.0,50.0,False,25.0,ground,,False,False,False,mountain,"['absol', 'absol-mega']"
wynaut,wynaut,232,50.0,125,blue,,False,3,medium,cave,upright,50.0,50.0,False,20.0,no-eggs,,True,False,False,field,['wynaut']
snorunt,snorunt,390,50.0,190,gray,,False,3,medium,cave,humanoid,50.0,50.0,False,20.0,fairy,mineral,False,False,False,mountain,['snorunt']
glalie,glalie,391,50.0,75,gray,snorunt,True,3,medium,cave,ball,50.0,50.0,False,20.0,fairy,mineral,False,False,False,mountain,"['glalie', 'glalie-mega']"
spheal,spheal,393,50.0,255,blue,,False,3,medium-slow,sea,fish,50.0,50.0,False,20.0,water1,ground,False,False,False,sea,['spheal']
sealeo,sealeo,394,50.0,120,blue,spheal,False,3,medium-slow,sea,fish,50.0,50.0,False,20.0,water1,ground,False,False,False,sea,['sealeo']
walrein,walrein,395,50.0,45,blue,sealeo,False,3,medium-slow,sea,quadruped,50.0,50.0,False,20.0,water1,ground,False,False,False,sea,['walrein']
clamperl,clamperl,396,70.0,255,blue,,False,3,slow-then-very-fast,sea,ball,50.0,50.0,False,20.0,water1,,False,False,False,sea,['clamperl']
huntail,huntail,397,70.0,60,blue,clamperl,False,3,slow-then-very-fast,sea,squiggle,50.0,50.0,False,20.0,water1,,False,False,False,sea,['huntail']
gorebyss,gorebyss,398,70.0,60,pink,clamperl,False,3,slow-then-very-fast,sea,squiggle,50.0,50.0,False,20.0,water1,,False,False,False,sea,['gorebyss']
relicanth,relicanth,399,50.0,25,gray,,False,3,slow,sea,fish,12.5,87.5,True,40.0,water1,water2,False,False,False,sea,['relicanth']
luvdisc,luvdisc,400,70.0,225,pink,,False,3,fast,sea,fish,75.0,25.0,False,20.0,water2,,False,False,False,sea,['luvdisc']
bagon,bagon,401,35.0,45,blue,,False,3,slow,rough-terrain,humanoid,50.0,50.0,False,40.0,dragon,,False,False,False,mountain,['bagon']
shelgon,shelgon,402,35.0,45,white,bagon,False,3,slow,rough-terrain,quadruped,50.0,50.0,False,40.0,dragon,,False,False,False,mountain,['shelgon']
salamence,salamence,403,35.0,45,blue,shelgon,True,3,slow,rough-terrain,quadruped,50.0,50.0,False,40.0,dragon,,False,False,False,mountain,"['salamence', 'salamence-mega']"
beldum,beldum,404,35.0,3,blue,,False,3,slow,rough-terrain,blob,0.0,0.0,False,40.0,mineral,,False,False,False,mountain,['beldum']
metang,metang,405,35.0,3,blue,beldum,False,3,slow,rough-terrain,arms,0.0,0.0,False,40.0,mineral,,False,False,False,mountain,['metang']
metagross,metagross,406,35.0,3,blue,metang,True,3,slow,rough-terrain,heads,0.0,0.0,False,40.0,mineral,,False,False,False,mountain,"['metagross', 'metagross-mega']"
regirock,regirock,407,35.0,3,brown,,False,3,slow,cave,humanoid,0.0,0.0,False,80.0,no-eggs,,False,True,False,mountain,['regirock']
regice,regice,408,35.0,3,blue,,False,3,slow,cave,humanoid,0.0,0.0,False,80.0,no-eggs,,False,True,False,mountain,['regice']
registeel,registeel,409,35.0,3,gray,,False,3,slow,cave,humanoid,0.0,0.0,False,80.0,no-eggs,,False,True,False,mountain,['registeel']
latias,latias,410,90.0,3,red,,True,3,slow,waters-edge,wings,100.0,0.0,False,120.0,no-eggs,,False,True,False,field,"['latias', 'latias-mega']"
latios,latios,411,90.0,3,blue,,True,3,slow,waters-edge,wings,0.0,100.0,False,120.0,no-eggs,,False,True,False,field,"['latios', 'latios-mega']"
kyogre,kyogre,412,0.0,3,blue,,True,3,slow,sea,fish,0.0,0.0,False,120.0,no-eggs,,False,True,False,sea,"['kyogre', 'kyogre-primal']"
groudon,groudon,413,0.0,3,red,,True,3,slow,rough-terrain,upright,0.0,0.0,False,120.0,no-eggs,,False,True,False,mountain,"['groudon', 'groudon-primal']"
rayquaza,rayquaza,414,0.0,45,green,,True,3,slow,rare,squiggle,0.0,0.0,False,120.0,no-eggs,,False,True,False,field,"['rayquaza', 'rayquaza-mega']"
jirachi,jirachi,415,100.0,3,yellow,,False,3,slow,mountain,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,mountain,['jirachi']
deoxys,deoxys,416,0.0,3,red,,True,3,slow,rare,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,mountain,"['deoxys-normal', 'deoxys-attack', 'deoxys-defense', 'deoxys-speed']"
turtwig,turtwig,417,70.0,45,green,,False,4,medium-slow,,quadruped,12.5,87.5,False,20.0,monster,plant,False,False,False,forest,['turtwig']
grotle,grotle,418,70.0,45,green,turtwig,False,4,medium-slow,,quadruped,12.5,87.5,False,20.0,monster,plant,False,False,False,forest,['grotle']
torterra,torterra,419,70.0,45,green,grotle,False,4,medium-slow,,quadruped,12.5,87.5,False,20.0,monster,plant,False,False,False,forest,['torterra']
chimchar,chimchar,420,70.0,45,brown,,False,4,medium-slow,,upright,12.5,87.5,False,20.0,ground,humanshape,False,False,False,field,['chimchar']
monferno,monferno,421,70.0,45,brown,chimchar,False,4,medium-slow,,upright,12.5,87.5,False,20.0,ground,humanshape,False,False,False,field,['monferno']
infernape,infernape,422,70.0,45,brown,monferno,False,4,medium-slow,,upright,12.5,87.5,False,20.0,ground,humanshape,False,False,False,field,['infernape']
piplup,piplup,423,70.0,45,blue,,False,4,medium-slow,,humanoid,12.5,87.5,False,20.0,water1,ground,False,False,False,pond,['piplup']
prinplup,prinplup,424,70.0,45,blue,piplup,False,4,medium-slow,,upright,12.5,87.5,False,20.0,water1,ground,False,False,False,pond,['prinplup']
empoleon,empoleon,425,70.0,45,blue,prinplup,False,4,medium-slow,,upright,12.5,87.5,False,20.0,water1,ground,False,False,False,pond,['empoleon']
starly,starly,426,70.0,255,brown,,False,4,medium-slow,,wings,50.0,50.0,True,15.0,flying,,False,False,False,field,['starly']
staravia,staravia,427,70.0,120,brown,starly,False,4,medium-slow,,wings,50.0,50.0,True,15.0,flying,,False,False,False,field,['staravia']
staraptor,staraptor,428,70.0,45,brown,staravia,False,4,medium-slow,,wings,50.0,50.0,True,15.0,flying,,False,False,False,field,['staraptor']
bidoof,bidoof,429,70.0,255,brown,,False,4,medium,,quadruped,50.0,50.0,True,15.0,water1,ground,False,False,False,field,['bidoof']
bibarel,bibarel,430,70.0,127,brown,bidoof,False,4,medium,,upright,50.0,50.0,True,15.0,water1,ground,False,False,False,field,['bibarel']
kricketot,kricketot,431,70.0,255,red,,False,4,medium-slow,,humanoid,50.0,50.0,True,15.0,bug,,False,False,False,forest,['kricketot']
kricketune,kricketune,432,70.0,45,red,kricketot,False,4,medium-slow,,bug-wings,50.0,50.0,True,15.0,bug,,False,False,False,forest,['kricketune']
shinx,shinx,433,50.0,235,blue,,False,4,medium-slow,,quadruped,50.0,50.0,True,20.0,ground,,False,False,False,field,['shinx']
luxio,luxio,434,100.0,120,blue,shinx,False,4,medium-slow,,quadruped,50.0,50.0,True,20.0,ground,,False,False,False,field,['luxio']
luxray,luxray,435,50.0,45,blue,luxio,False,4,medium-slow,,quadruped,50.0,50.0,True,20.0,ground,,False,False,False,field,['luxray']
budew,budew,341,50.0,255,green,,False,4,medium-slow,,humanoid,50.0,50.0,False,20.0,no-eggs,,True,False,False,field,['budew']
roserade,roserade,343,50.0,75,green,roselia,False,4,medium-slow,,humanoid,50.0,50.0,True,20.0,fairy,plant,False,False,False,field,['roserade']
cranidos,cranidos,436,70.0,45,blue,,False,4,slow-then-very-fast,,upright,12.5,87.5,False,30.0,monster,,False,False,False,mountain,['cranidos']
rampardos,rampardos,437,70.0,45,blue,cranidos,False,4,slow-then-very-fast,,upright,12.5,87.5,False,30.0,monster,,False,False,False,mountain,['rampardos']
shieldon,shieldon,438,70.0,45,gray,,False,4,slow-then-very-fast,,quadruped,12.5,87.5,False,30.0,monster,,False,False,False,mountain,['shieldon']
bastiodon,bastiodon,439,70.0,45,gray,shieldon,False,4,slow-then-very-fast,,quadruped,12.5,87.5,False,30.0,monster,,False,False,False,mountain,['bastiodon']
burmy,burmy,440,70.0,120,green,,True,4,medium,,blob,50.0,50.0,False,15.0,bug,,False,False,False,forest,['burmy']
wormadam,wormadam,441,70.0,45,green,burmy,False,4,medium,,blob,100.0,0.0,False,15.0,bug,,False,False,False,forest,"['wormadam-plant', 'wormadam-sandy', 'wormadam-trash']"
mothim,mothim,442,70.0,45,yellow,burmy,False,4,medium,,bug-wings,0.0,100.0,False,15.0,bug,,False,False,False,forest,['mothim']
combee,combee,443,50.0,120,yellow,,False,4,medium-slow,,heads,12.5,87.5,True,15.0,bug,,False,False,False,forest,['combee']
vespiquen,vespiquen,444,50.0,45,yellow,combee,False,4,medium-slow,,bug-wings,100.0,0.0,False,15.0,bug,,False,False,False,forest,['vespiquen']
pachirisu,pachirisu,445,100.0,200,white,,False,4,medium,,quadruped,50.0,50.0,True,10.0,ground,fairy,False,False,False,forest,['pachirisu']
buizel,buizel,446,70.0,190,brown,,False,4,medium,,quadruped,50.0,50.0,True,20.0,water1,ground,False,False,False,forest,['buizel']
floatzel,floatzel,447,70.0,75,brown,buizel,False,4,medium,,quadruped,50.0,50.0,True,20.0,water1,ground,False,False,False,mountain,['floatzel']
cherubi,cherubi,448,50.0,190,pink,,False,4,medium,,heads,50.0,50.0,False,20.0,fairy,plant,False,False,False,mountain,['cherubi']
cherrim,cherrim,449,50.0,75,purple,cherubi,True,4,medium,,legs,50.0,50.0,False,20.0,fairy,plant,False,False,False,field,['cherrim']
shellos,shellos,450,50.0,190,purple,,False,4,medium,,squiggle,50.0,50.0,False,20.0,water1,indeterminate,False,False,False,sea,['shellos']
gastrodon,gastrodon,451,50.0,75,purple,shellos,False,4,medium,,squiggle,50.0,50.0,False,20.0,water1,indeterminate,False,False,False,sea,['gastrodon']
ambipom,ambipom,220,100.0,45,purple,aipom,False,4,fast,,upright,50.0,50.0,True,20.0,ground,,False,False,False,pond,['ambipom']
drifloon,drifloon,452,50.0,125,purple,,False,4,fast-then-very-slow,,arms,50.0,50.0,False,30.0,indeterminate,,False,False,False,pond,['drifloon']
drifblim,drifblim,453,50.0,60,purple,drifloon,False,4,fast-then-very-slow,,arms,50.0,50.0,False,30.0,indeterminate,,False,False,False,forest,['drifblim']
buneary,buneary,454,0.0,190,brown,,False,4,medium,,upright,50.0,50.0,False,20.0,ground,humanshape,False,False,False,field,['buneary']
lopunny,lopunny,455,140.0,60,brown,buneary,True,4,medium,,upright,50.0,50.0,False,20.0,ground,humanshape,False,False,False,field,"['lopunny', 'lopunny-mega']"
mismagius,mismagius,230,35.0,45,purple,misdreavus,False,4,fast,,ball,50.0,50.0,False,25.0,indeterminate,,False,False,False,forest,['mismagius']
honchkrow,honchkrow,228,35.0,30,black,murkrow,False,4,medium-slow,,wings,50.0,50.0,False,20.0,flying,,False,False,False,forest,['honchkrow']
glameow,glameow,456,70.0,190,gray,,False,4,fast,,quadruped,75.0,25.0,False,20.0,ground,,False,False,False,field,['glameow']
purugly,purugly,457,70.0,75,gray,glameow,False,4,fast,,quadruped,75.0,25.0,False,20.0,ground,,False,False,False,field,['purugly']
chingling,chingling,387,70.0,120,yellow,,False,4,fast,,humanoid,50.0,50.0,False,25.0,no-eggs,,True,False,False,field,['chingling']
stunky,stunky,458,50.0,225,purple,,False,4,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,mountain,['stunky']
skuntank,skuntank,459,50.0,60,purple,stunky,False,4,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,mountain,['skuntank']
bronzor,bronzor,460,50.0,255,green,,False,4,medium,,ball,0.0,0.0,False,20.0,mineral,,False,False,False,mountain,['bronzor']
bronzong,bronzong,461,50.0,90,green,bronzor,False,4,medium,,arms,0.0,0.0,False,20.0,mineral,,False,False,False,mountain,['bronzong']
bonsly,bonsly,214,50.0,255,brown,,False,4,medium,,legs,50.0,50.0,False,20.0,no-eggs,,True,False,False,field,['bonsly']
mime-jr,mime-jr,139,50.0,145,pink,,False,4,medium,,humanoid,50.0,50.0,False,25.0,no-eggs,,True,False,False,field,['mime-jr']
happiny,happiny,126,140.0,130,pink,,False,4,fast,,humanoid,100.0,0.0,False,40.0,no-eggs,,True,False,False,field,['happiny']
chatot,chatot,462,35.0,30,black,,False,4,medium-slow,,wings,50.0,50.0,False,20.0,flying,,False,False,False,field,['chatot']
spiritomb,spiritomb,463,50.0,100,purple,,False,4,medium,,blob,50.0,50.0,False,30.0,indeterminate,,False,False,False,field,['spiritomb']
gible,gible,464,50.0,45,blue,,False,4,slow,,upright,50.0,50.0,True,40.0,monster,dragon,False,False,False,mountain,['gible']
gabite,gabite,465,50.0,45,blue,gible,False,4,slow,,upright,50.0,50.0,True,40.0,monster,dragon,False,False,False,mountain,['gabite']
garchomp,garchomp,466,50.0,45,blue,gabite,True,4,slow,,upright,50.0,50.0,True,40.0,monster,dragon,False,False,False,pond,"['garchomp', 'garchomp-mega']"
munchlax,munchlax,174,50.0,50,black,,False,4,slow,,humanoid,12.5,87.5,False,40.0,no-eggs,,True,False,False,pond,['munchlax']
riolu,riolu,467,50.0,75,blue,,False,4,medium-slow,,upright,12.5,87.5,False,25.0,no-eggs,,True,False,False,field,['riolu']
lucario,lucario,468,50.0,45,blue,riolu,True,4,medium-slow,,upright,12.5,87.5,False,25.0,ground,humanshape,False,False,False,field,"['lucario', 'lucario-mega']"
hippopotas,hippopotas,469,50.0,140,brown,,False,4,slow,,quadruped,50.0,50.0,True,30.0,ground,,False,False,False,field,['hippopotas']
hippowdon,hippowdon,470,50.0,60,brown,hippopotas,False,4,slow,,quadruped,50.0,50.0,True,30.0,ground,,False,False,False,sea,['hippowdon']
skorupi,skorupi,471,50.0,120,purple,,False,4,slow,,armor,50.0,50.0,False,20.0,bug,water3,False,False,False,sea,['skorupi']
drapion,drapion,472,50.0,45,purple,skorupi,False,4,slow,,armor,50.0,50.0,False,20.0,bug,water3,False,False,False,sea,['drapion']
croagunk,croagunk,473,100.0,140,blue,,False,4,medium,,humanoid,50.0,50.0,True,10.0,humanshape,,False,False,False,forest,['croagunk']
toxicroak,toxicroak,474,50.0,75,blue,croagunk,False,4,medium,,humanoid,50.0,50.0,True,20.0,humanshape,,False,False,False,mountain,['toxicroak']
carnivine,carnivine,475,70.0,200,green,,False,4,slow,,tentacles,50.0,50.0,False,25.0,plant,,False,False,False,mountain,['carnivine']
finneon,finneon,476,70.0,190,blue,,False,4,slow-then-very-fast,,fish,50.0,50.0,True,20.0,water2,,False,False,False,mountain,['finneon']
lumineon,lumineon,477,70.0,75,blue,finneon,False,4,slow-then-very-fast,,fish,50.0,50.0,True,20.0,water2,,False,False,False,mountain,['lumineon']
mantyke,mantyke,258,50.0,25,blue,,False,4,slow,,wings,50.0,50.0,False,25.0,no-eggs,,True,False,False,mountain,['mantyke']
snover,snover,478,50.0,120,white,,False,4,slow,,upright,50.0,50.0,True,20.0,monster,plant,False,False,False,mountain,['snover']
abomasnow,abomasnow,479,50.0,60,white,snover,True,4,slow,,upright,50.0,50.0,True,20.0,monster,plant,False,False,False,mountain,"['abomasnow', 'abomasnow-mega']"
weavile,weavile,246,35.0,45,black,sneasel,False,4,medium-slow,,upright,50.0,50.0,True,20.0,ground,,False,False,False,mountain,['weavile']
magnezone,magnezone,90,50.0,30,gray,magneton,False,4,medium,,arms,0.0,0.0,False,20.0,mineral,,False,False,False,mountain,['magnezone']
lickilicky,lickilicky,120,50.0,30,pink,lickitung,False,4,medium,,humanoid,50.0,50.0,False,20.0,monster,,False,False,False,field,['lickilicky']
rhyperior,rhyperior,125,50.0,30,gray,rhydon,False,4,slow,,upright,50.0,50.0,True,20.0,monster,ground,False,False,False,mountain,['rhyperior']
tangrowth,tangrowth,130,50.0,30,blue,tangela,False,4,medium,,humanoid,50.0,50.0,True,20.0,plant,,False,False,False,forest,['tangrowth']
electivire,electivire,147,50.0,30,yellow,electabuzz,False,4,medium,,upright,25.0,75.0,False,25.0,humanshape,,False,False,False,mountain,['electivire']
magmortar,magmortar,150,50.0,30,red,magmar,False,4,medium,,upright,25.0,75.0,False,25.0,humanshape,,False,False,False,mountain,['magmortar']
togekiss,togekiss,205,50.0,30,white,togetic,False,4,fast,,wings,12.5,87.5,False,10.0,flying,fairy,False,False,False,field,['togekiss']
yanmega,yanmega,224,70.0,30,green,yanma,False,4,medium,,bug-wings,50.0,50.0,False,20.0,bug,,False,False,False,field,['yanmega']
leafeon,leafeon,163,35.0,45,green,eevee,False,4,medium,,quadruped,12.5,87.5,False,35.0,ground,,False,False,False,field,['leafeon']
glaceon,glaceon,164,35.0,45,blue,eevee,False,4,medium,,quadruped,12.5,87.5,False,35.0,ground,,False,False,False,field,['glaceon']
gliscor,gliscor,239,70.0,30,purple,gligar,False,4,medium-slow,,wings,50.0,50.0,False,20.0,bug,,False,False,False,mountain,['gliscor']
mamoswine,mamoswine,253,50.0,50,brown,piloswine,False,4,slow,,quadruped,50.0,50.0,True,20.0,ground,,False,False,False,mountain,['mamoswine']
porygon-z,porygon-z,168,50.0,30,red,porygon2,False,4,medium,,arms,0.0,0.0,False,20.0,mineral,,False,False,False,field,['porygon-z']
gallade,gallade,308,35.0,45,white,kirlia,True,4,slow,,humanoid,0.0,100.0,False,20.0,humanshape,indeterminate,False,False,False,field,"['gallade', 'gallade-mega']"
probopass,probopass,325,70.0,60,gray,nosepass,False,4,medium,,heads,50.0,50.0,False,20.0,mineral,,False,False,False,mountain,['probopass']
dusknoir,dusknoir,385,35.0,45,black,dusclops,False,4,fast,,arms,50.0,50.0,False,25.0,indeterminate,,False,False,False,forest,['dusknoir']
froslass,froslass,392,50.0,75,white,snorunt,False,4,medium,,arms,100.0,0.0,False,20.0,fairy,mineral,False,False,False,mountain,['froslass']
rotom,rotom,480,50.0,45,red,,True,4,medium,,ball,0.0,0.0,False,20.0,indeterminate,,False,False,False,field,"['rotom', 'rotom-heat', 'rotom-wash', 'rotom-frost', 'rotom-fan', 'rotom-mow']"
uxie,uxie,481,140.0,3,yellow,,False,4,slow,,upright,0.0,0.0,False,80.0,no-eggs,,False,True,False,field,['uxie']
mesprit,mesprit,482,140.0,3,pink,,False,4,slow,,upright,0.0,0.0,False,80.0,no-eggs,,False,True,False,field,['mesprit']
azelf,azelf,483,140.0,3,blue,,False,4,slow,,upright,0.0,0.0,False,80.0,no-eggs,,False,True,False,field,['azelf']
dialga,dialga,484,0.0,3,white,,False,4,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,True,False,mountain,"['dialga', 'dialga-origin']"
palkia,palkia,485,0.0,3,purple,,False,4,slow,,upright,0.0,0.0,False,120.0,no-eggs,,False,True,False,mountain,"['palkia', 'palkia-origin']"
heatran,heatran,486,100.0,3,brown,,False,4,slow,,quadruped,50.0,50.0,False,10.0,no-eggs,,False,True,False,mountain,['heatran']
regigigas,regigigas,487,0.0,3,white,,False,4,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,True,False,mountain,['regigigas']
giratina,giratina,488,0.0,3,black,,True,4,slow,,tentacles,0.0,0.0,False,120.0,no-eggs,,False,True,False,mountain,"['giratina-altered', 'giratina-origin']"
cresselia,cresselia,489,100.0,3,yellow,,False,4,slow,,squiggle,100.0,0.0,False,120.0,no-eggs,,False,True,False,forest,['cresselia']
phione,phione,490,70.0,30,blue,,False,4,slow,,arms,0.0,0.0,False,40.0,water1,fairy,False,False,True,sea,['phione']
manaphy,manaphy,491,70.0,3,blue,,False,4,slow,,humanoid,0.0,0.0,False,10.0,water1,fairy,False,False,True,sea,['manaphy']
darkrai,darkrai,492,0.0,3,black,,False,4,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,mountain,['darkrai']
shaymin,shaymin,493,100.0,45,green,,True,4,medium-slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,False,True,field,"['shaymin-land', 'shaymin-sky']"
arceus,arceus,494,0.0,3,white,,True,4,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,False,True,mountain,['arceus']
victini,victini,495,100.0,3,yellow,,False,5,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,,['victini']
snivy,snivy,496,70.0,45,green,,False,5,medium-slow,,upright,12.5,87.5,False,20.0,ground,plant,False,False,False,,['snivy']
servine,servine,497,70.0,45,green,snivy,False,5,medium-slow,,upright,12.5,87.5,False,20.0,ground,plant,False,False,False,,['servine']
serperior,serperior,498,70.0,45,green,servine,False,5,medium-slow,,squiggle,12.5,87.5,False,20.0,ground,plant,False,False,False,,['serperior']
tepig,tepig,499,70.0,45,red,,False,5,medium-slow,,quadruped,12.5,87.5,False,20.0,ground,,False,False,False,,['tepig']
pignite,pignite,500,70.0,45,red,tepig,False,5,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['pignite']
emboar,emboar,501,70.0,45,red,pignite,False,5,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['emboar']
oshawott,oshawott,502,70.0,45,blue,,False,5,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['oshawott']
dewott,dewott,503,70.0,45,blue,oshawott,False,5,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['dewott']
samurott,samurott,504,70.0,45,blue,dewott,False,5,medium-slow,,quadruped,12.5,87.5,False,20.0,ground,,False,False,False,,"['samurott', 'samurott-hisui']"
patrat,patrat,505,70.0,255,brown,,False,5,medium,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['patrat']
watchog,watchog,506,70.0,255,brown,patrat,False,5,medium,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['watchog']
lillipup,lillipup,507,50.0,255,brown,,False,5,medium-slow,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['lillipup']
herdier,herdier,508,50.0,120,gray,lillipup,False,5,medium-slow,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['herdier']
stoutland,stoutland,509,50.0,45,gray,herdier,False,5,medium-slow,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['stoutland']
purrloin,purrloin,510,50.0,255,purple,,False,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['purrloin']
liepard,liepard,511,50.0,90,purple,purrloin,False,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['liepard']
pansage,pansage,512,70.0,190,green,,False,5,medium,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['pansage']
simisage,simisage,513,70.0,75,green,pansage,False,5,medium,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['simisage']
pansear,pansear,514,70.0,190,red,,False,5,medium,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['pansear']
simisear,simisear,515,70.0,75,red,pansear,False,5,medium,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['simisear']
panpour,panpour,516,70.0,190,blue,,False,5,medium,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['panpour']
simipour,simipour,517,70.0,75,blue,panpour,False,5,medium,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['simipour']
munna,munna,518,50.0,190,pink,,False,5,fast,,quadruped,50.0,50.0,False,10.0,ground,,False,False,False,,['munna']
musharna,musharna,519,50.0,75,pink,munna,False,5,fast,,humanoid,50.0,50.0,False,10.0,ground,,False,False,False,,['musharna']
pidove,pidove,520,50.0,255,gray,,False,5,medium-slow,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['pidove']
tranquill,tranquill,521,50.0,120,gray,pidove,False,5,medium-slow,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['tranquill']
unfezant,unfezant,522,50.0,45,gray,tranquill,False,5,medium-slow,,wings,50.0,50.0,True,15.0,flying,,False,False,False,,['unfezant']
blitzle,blitzle,523,70.0,190,black,,False,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['blitzle']
zebstrika,zebstrika,524,70.0,75,black,blitzle,False,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['zebstrika']
roggenrola,roggenrola,525,50.0,255,blue,,False,5,medium-slow,,legs,50.0,50.0,False,15.0,mineral,,False,False,False,,['roggenrola']
boldore,boldore,526,50.0,120,blue,roggenrola,False,5,medium-slow,,tentacles,50.0,50.0,False,15.0,mineral,,False,False,False,,['boldore']
gigalith,gigalith,527,50.0,45,blue,boldore,False,5,medium-slow,,tentacles,50.0,50.0,False,15.0,mineral,,False,False,False,,['gigalith']
woobat,woobat,528,50.0,190,blue,,False,5,medium,,wings,50.0,50.0,False,15.0,ground,flying,False,False,False,,['woobat']
swoobat,swoobat,529,50.0,45,blue,woobat,False,5,medium,,wings,50.0,50.0,False,15.0,ground,flying,False,False,False,,['swoobat']
drilbur,drilbur,530,50.0,120,gray,,False,5,medium,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['drilbur']
excadrill,excadrill,531,50.0,60,gray,drilbur,False,5,medium,,humanoid,50.0,50.0,False,20.0,ground,,False,False,False,,['excadrill']
audino,audino,532,50.0,255,pink,,True,5,fast,,upright,50.0,50.0,False,20.0,fairy,,False,False,False,,"['audino', 'audino-mega']"
timburr,timburr,533,70.0,180,gray,,False,5,medium-slow,,humanoid,25.0,75.0,False,20.0,humanshape,,False,False,False,,['timburr']
gurdurr,gurdurr,534,50.0,90,gray,timburr,False,5,medium-slow,,humanoid,25.0,75.0,False,20.0,humanshape,,False,False,False,,['gurdurr']
conkeldurr,conkeldurr,535,50.0,45,brown,gurdurr,False,5,medium-slow,,humanoid,25.0,75.0,False,20.0,humanshape,,False,False,False,,['conkeldurr']
tympole,tympole,536,50.0,255,blue,,False,5,medium-slow,,fish,50.0,50.0,False,20.0,water1,,False,False,False,,['tympole']
palpitoad,palpitoad,537,50.0,120,blue,tympole,False,5,medium-slow,,upright,50.0,50.0,False,20.0,water1,,False,False,False,,['palpitoad']
seismitoad,seismitoad,538,50.0,45,blue,palpitoad,False,5,medium-slow,,humanoid,50.0,50.0,False,20.0,water1,,False,False,False,,['seismitoad']
throh,throh,539,50.0,45,red,,False,5,medium,,humanoid,0.0,100.0,False,20.0,humanshape,,False,False,False,,['throh']
sawk,sawk,540,50.0,45,blue,,False,5,medium,,humanoid,0.0,100.0,False,20.0,humanshape,,False,False,False,,['sawk']
sewaddle,sewaddle,541,70.0,255,yellow,,False,5,medium-slow,,armor,50.0,50.0,False,15.0,bug,,False,False,False,,['sewaddle']
swadloon,swadloon,542,70.0,120,green,sewaddle,False,5,medium-slow,,arms,50.0,50.0,False,15.0,bug,,False,False,False,,['swadloon']
leavanny,leavanny,543,70.0,45,yellow,swadloon,False,5,medium-slow,,humanoid,50.0,50.0,False,15.0,bug,,False,False,False,,['leavanny']
venipede,venipede,544,50.0,255,red,,False,5,medium-slow,,armor,50.0,50.0,False,15.0,bug,,False,False,False,,['venipede']
whirlipede,whirlipede,545,50.0,120,gray,venipede,False,5,medium-slow,,ball,50.0,50.0,False,15.0,bug,,False,False,False,,['whirlipede']
scolipede,scolipede,546,50.0,45,red,whirlipede,False,5,medium-slow,,armor,50.0,50.0,False,20.0,bug,,False,False,False,,['scolipede']
